Dataset	ScanNumber	ScanTime	ScanType	TotalIonIntensity	BasePeakIntensity	BasePeakMZ	BasePeakSignalToNoiseRatio	IonCount	IonCountRaw
141805	6921	38.06812	2	19718	270.92	1107.3683	17.47	191	798
141805	6922	38.07421	2	119096	5734.5	647.3772	116.4	320	1223
141805	6923	38.07972	2	61781	970.04	851.9156	31.54	283	1041
141805	6924	38.08527	2	33071	539.18	1180.4622	30.06	277	1092
141805	6925	38.09129	2	39609	451.29	1211.7109	17	241	853
141805	6926	38.09692	2	117837	4404.8	894.2621	107.9	317	1009
141805	6927	38.10228	2	54470	1331.2	1211.7272	50.48	298	1143
141805	6928	38.10795	1	2.3849E+07	205805	1009.8815	16.52	1164	1164
141805	6929	38.11296	2	98204	1197.6	1103.0404	36.01	436	1421
141805	6930	38.11901	2	100085	2188.1	1192.9988	38.46	258	1053
141805	6931	38.12402	2	59507	1670.8	1103.3457	60.61	310	1173
141805	6932	38.12964	2	58059	3613.2	1387.613	144	271	1094
141805	6933	38.13516	2	102303	1664.6	1089.5591	34.41	303	1134
141805	6934	38.14025	2	100224	1427.7	1245.8234	30.99	334	1174
141805	6935	38.14555	2	88252	4841.7	1137.9755	111.4	246	928
141805	6936	38.15074	2	57871	529.88	893.2037	20.36	362	1178
141805	6937	38.15674	2	45457	1992.3	821.4234	80.65	245	860
141805	6938	38.16263	2	36491	1043.9	1243.3096	52.08	259	926
141805	6939	38.16854	1	2.5086E+07	267837	1010.0627	19.09	1142	1142
141805	6940	38.17465	2	41277	2124.6	1117.1196	104.5	300	1084
141805	6941	38.18072	2	76978	1155.4	994.3201	29.73	316	1183
141805	6942	38.18619	2	33146	403.38	1203.3523	22.21	282	1083
141805	6943	38.19223	2	100455	2959.9	855.3242	62.97	282	1067
141805	6944	38.19755	2	32091	496.01	1169.8066	25.77	263	1061
141805	6945	38.20353	2	56036	4259.7	1072.3424	155.6	263	976
141805	6946	38.20927	2	132069	8846.6	1130.2018	145.1	252	923
141805	6947	38.21428	2	22180	819.04	929.5259	54.9	193	871
141805	6948	38.22022	2	56853	698.22	630.4036	24.29	298	1089
141805	6949	38.22606	2	9979.6	923.56	804.1794	83.75	90	385
141805	6950	38.23217	1	2.4934E+07	378479	1171.1418	30.35	1161	1161
141805	6951	38.23774	2	116554	1983.5	1064.6763	48.58	414	1387
141805	6952	38.24378	2	83558	3175.7	694.5894	50.12	201	726
141805	6953	38.24871	2	142625	7795.7	1130.6343	112.1	265	890
141805	6954	38.25364	2	122752	3743.1	1133.7368	68.74	281	931
141805	6955	38.25868	2	135821	4663.3	994.1681	86.54	364	1233
141805	6956	38.2641	2	155937	5910.2	1270.6948	112.7	345	1108
141805	6957	38.26936	2	182891	17947	1388.6047	379.8	273	1096
141805	6958	38.27442	2	92129	7406.4	854.4301	169.5	306	1047
141805	6959	38.27982	2	66490	1645.3	1503.5237	48.9	256	1028
141805	6960	38.28508	2	134476	6827.7	1185.7367	136.2	319	1186
141805	6961	38.29012	1	2.3485E+07	461860	1170.931	39.48	1092	1092
141805	6962	38.29607	2	131358	14228	990.6689	438.6	367	1308
141805	6963	38.30194	2	143120	3410.6	702.3534	67.64	335	1239
141805	6964	38.30719	2	113621	1699.9	988.5861	31.79	302	1160
141805	6965	38.31227	2	72186	1551	1471.9652	49.46	310	1118
141805	6966	38.31764	2	28306	1953	1234.1526	112.1	225	809
141805	6967	38.32354	2	109190	1041	1104.3291	20.23	354	1188
141805	6968	38.32873	2	27530	530.88	845.0366	29.57	255	916
141805	6969	38.33484	2	59918	1994.1	921.9305	50.94	200	746
141805	6970	38.34017	2	2977.6	296.05	567.6245	28.85	40	175
141805	6971	38.34639	2	43955	377.4	1129.8733	16.2	336	1196
141805	6972	38.35231	1	2.5415E+07	1.1181E+06	1171.3348	86.66	1160	1160
141805	6973	38.3585	2	136130	13337	1060.7565	378.2	421	1341
141805	6974	38.3644	2	112528	6916.5	977.4998	125	241	862
141805	6975	38.36945	2	42055	728.61	1173.2471	37.24	315	1118
141805	6976	38.37545	2	112043	3054.3	821.1965	64.97	282	905
141805	6977	38.38067	2	96285	5359.1	1322.1141	122.4	317	1142
141805	6978	38.38583	2	46028	1102.4	733.2569	51.72	295	1175
141805	6979	38.3918	2	141791	3118.7	1063.7336	50.01	318	1201
141805	6980	38.3969	2	85654	4647.6	918.687	98.98	243	852
141805	6981	38.40208	2	47862	863.21	1199.2927	34.03	309	1124
141805	6982	38.40807	2	31763	956.78	1135.5939	47.32	225	855
141805	6983	38.41401	1	2.6249E+07	1.3012E+06	1171.2944	111	1184	1184
141805	6984	38.41978	2	1.1611E+06	57387	1092.8776	320.8	406	1362
141805	6985	38.42445	2	494444	26975	1092.668	194.2	297	1074
141805	6986	38.42902	2	278383	31313	1387.5923	445.9	298	1060
141805	6987	38.43381	2	75590	2293.7	1203.2826	64.43	311	1053
141805	6988	38.43943	2	124058	6650.3	1371.4537	131.6	321	1149
141805	6989	38.44455	2	206991	7026.2	967.7289	89.42	294	1124
141805	6990	38.44944	2	30140	350.85	1052.4873	17	242	842
141805	6991	38.45539	2	145311	8614.4	1412.5938	143.8	272	1043
141805	6992	38.46027	2	65661	1086.3	1089.4138	33.72	291	985
141805	6993	38.46577	2	35813	1420.5	1460.629	85.89	264	1041
141805	6994	38.47174	1	2.4458E+07	896133	1171.7137	74.42	1094	1094
141805	6995	38.47774	2	103396	1690.3	1098.563	46.79	409	1407
141805	6996	38.48379	2	91778	16856	915.1542	441.6	207	750
141805	6997	38.48905	2	93641	4516.6	756.1197	94.67	229	851
141805	6998	38.49425	2	95901	1972	952.5366	43.58	305	1023
141805	6999	38.49967	2	38836	396.67	912.6112	18.61	314	1070
